Elapsed Time (ms),Skydel SV ID,Slot,GPS TOW,GPS Week Number,Subframe,Page,Navigation Message (Hex),Modified
130000,13,13,388930.000,2279,4,12,6569A9AA 55555969 A5655AA9 56959AAA AA555995 AA7E3750 96000000,No
130000,14,14,388930.000,2279,4,12,6569A9AA 55555969 A5655AA9 56959AAA AA555995 AA7E3750 96000000,No
130000,15,15,388930.000,2279,4,12,6569A9AA 55555969 A5655AA9 56959AAA AA555995 AA7E3750 96000000,No
130000,16,16,388930.000,2279,4,12,6569A9AA 55555969 A5655AA9 56959AAA AA555995 AA7E3750 96000000,No
130000,17,17,388930.000,2279,4,12,6569A9AA 55555969 A5655AA9 56959AAA AA555995 AA7E3750 96000000,No
130000,18,18,388930.000,2279,4,12,6569A9AA 55555969 A5655AA9 56959AAA AA555995 AA7E3750 96000000,No
130000,19,19,388930.000,2279,4,12,6569A9AA 55555969 A5655AA9 56959AAA AA555995 AA7E3750 96000000,No
130000,20,20,388930.000,2279,4,12,6569A9AA 55555969 A5655AA9 56959AAA AA555995 AA7E3750 96000000,No
130000,21,21,388930.000,2279,4,12,6569A9AA 55555969 A5655AA9 56959AAA AA555995 AA7E3750 96000000,No
130000,22,22,388930.000,2279,4,12,6569A9AA 55555969 A5655AA9 56959AAA AA555995 AA7E3750 96000000,No
130000,23,23,388930.000,2279,4,12,6569A9AA 55555969 A5655AA9 56959AAA AA555995 AA7E3750 96000000,No
130000,24,24,388930.000,2279,4,12,6569A9AA 55555969 A5655AA9 56959AAA AA555995 AA7E3750 96000000,No
132000,1,1,388932.000,2279,4,13,659999A9 A6555AAA A5A6996A 6AAAAAAA 55A55965 AA7E3750 96000000,No
132000,2,2,388932.000,2279,4,13,659999A9 A6555AAA A5A6996A 6AAAAAAA 55A55965 AA7E3750 96000000,No
132000,3,3,388932.000,2279,4,13,659999A9 A6555AAA A5A6996A 6AAAAAAA 55A55965 AA7E3750 96000000,No
132000,4,4,388932.000,2279,4,13,659999A9 A6555AAA A5A6996A 6AAAAAAA 55A55965 AA7E3750 96000000,No
132000,5,5,388932.000,2279,4,13,659999A9 A6555AAA A5A6996A 6AAAAAAA 55A55965 AA7E3750 96000000,No
132000,6,6,388932.000,2279,4,13,659999A9 A6555AAA A5A6996A 6AAAAAAA 55A55965 AA7E3750 96000000,No
132000,7,7,388932.000,2279,4,13,659999A9 A6555AAA A5A6996A 6AAAAAAA 55A55965 AA7E3750 96000000,No
132000,8,8,388932.000,2279,4,13,659999A9 A6555AAA A5A6996A 6AAAAAAA 55A55965 AA7E3750 96000000,No
132000,9,9,388932.000,2279,4,13,659999A9 A6555AAA A5A6996A 6AAAAAAA 55A55965 AA7E3750 96000000,No
132000,10,10,388932.000,2279,4,13,659999A9 A6555AAA A5A6996A 6AAAAAAA 55A55965 AA7E3750 96000000,No
132000,11,11,388932.000,2279,4,13,659999A9 A6555AAA A5A6996A 6AAAAAAA 55A55965 AA7E3750 96000000,No
132000,12,12,388932.000,2279,4,13,659999A9 A6555AAA A5A6996A 6AAAAAAA 55A55965 AA7E3750 96000000,No
132000,13,13,388932.000,2279,4,13,659999A9 A6555AAA A5A6996A 6AAAAAAA 55A55965 AA7E3750 96000000,No
132000,14,14,388932.000,2279,4,13,659999A9 A6555AAA A5A6996A 6AAAAAAA 55A55965 AA7E3750 96000000,No
132000,15,15,388932.000,2279,4,13,659999A9 A6555AAA A5A6996A 6AAAAAAA 55A55965 AA7E3750 96000000,No
132000,16,16,388932.000,2279,4,13,659999A9 A6555AAA A5A6996A 6AAAAAAA 55A55965 AA7E3750 96000000,No
132000,17,17,388932.000,2279,4,13,659999A9 A6555AAA A5A6996A 6AAAAAAA 55A55965 AA7E3750 96000000,No
132000,18,18,388932.000,2279,4,13,659999A9 A6555AAA A5A6996A 6AAAAAAA 55A55965 AA7E3750 96000000,No
132000,19,19,388932.000,2279,4,13,659999A9 A6555AAA A5A6996A 6AAAAAAA 55A55965 AA7E3750 96000000,No
132000,20,20,388932.000,2279,4,13,659999A9 A6555AAA A5A6996A 6AAAAAAA 55A55965 AA7E3750 96000000,No
132000,21,21,388932.000,2279,4,13,659999A9 A6555AAA A5A6996A 6AAAAAAA 55A55965 AA7E3750 96000000,No
132000,22,22,388932.000,2279,4,13,659999A9 A6555AAA A5A6996A 6AAAAAAA 55A55965 AA7E3750 96000000,No
132000,23,23,388932.000,2279,4,13,659999A9 A6555AAA A5A6996A 6AAAAAAA 55A55965 AA7E3750 96000000,No
132000,24,24,388932.000,2279,4,13,659999A9 A6555AAA A5A6996A 6AAAAAAA 55A55965 AA7E3750 96000000,No
134000,1,1,388934.000,2279,4,14,66965AAA A69556A5 65555956 A9655955 5655599A 557E3750 96000000,No
134000,2,2,388934.000,2279,4,14,66965AAA A69556A5 65555956 A9655955 5655599A 557E3750 96000000,No
134000,3,3,388934.000,2279,4,14,66965AAA A69556A5 65555956 A9655955 5655599A 557E3750 96000000,No
134000,4,4,388934.000,2279,4,14,66965AAA A69556A5 65555956 A9655955 5655599A 557E3750 96000000,No
134000,5,5,388934.000,2279,4,14,66965AAA A69556A5 65555956 A9655955 5655599A 557E3750 96000000,No
134000,6,6,388934.000,2279,4,14,66965AAA A69556A5 65555956 A9655955 5655599A 557E3750 96000000,No
134000,7,7,388934.000,2279,4,14,66965AAA A69556A5 65555956 A9655955 5655599A 557E3750 96000000,No
134000,8,8,388934.000,2279,4,14,66965AAA A69556A5 65555956 A9655955 5655599A 557E3750 96000000,No
134000,9,9,388934.000,2279,4,14,66965AAA A69556A5 65555956 A9655955 5655599A 557E3750 96000000,No
134000,10,10,388934.000,2279,4,14,66965AAA A69556A5 65555956 A9655955 5655599A 557E3750 96000000,No
134000,11,11,388934.000,2279,4,14,66965AAA A69556A5 65555956 A9655955 5655599A 557E3750 96000000,No
134000,12,12,388934.000,2279,4,14,66965AAA A69556A5 65555956 A9655955 5655599A 557E3750 96000000,No
134000,13,13,388934.000,2279,4,14,66965AAA A69556A5 65555956 A9655955 5655599A 557E3750 96000000,No
134000,14,14,388934.000,2279,4,14,66965AAA A69556A5 65555956 A9655955 5655599A 557E3750 96000000,No
134000,15,15,388934.000,2279,4,14,66965AAA A69556A5 65555956 A9655955 5655599A 557E3750 96000000,No
134000,16,16,388934.000,2279,4,14,66965AAA A69556A5 65555956 A9655955 5655599A 557E3750 96000000,No
134000,17,17,388934.000,2279,4,14,66965AAA A69556A5 65555956 A9655955 5655599A 557E3750 96000000,No
134000,18,18,388934.000,2279,4,14,66965AAA A69556A5 65555956 A9655955 5655599A 557E3750 96000000,No
134000,19,19,388934.000,2279,4,14,66965AAA A69556A5 65555956 A9655955 5655599A 557E3750 96000000,No
134000,20,20,388934.000,2279,4,14,66965AAA A69556A5 65555956 A9655955 5655599A 557E3750 96000000,No
134000,21,21,388934.000,2279,4,14,66965AAA A69556A5 65555956 A9655955 5655599A 557E3750 96000000,No
134000,22,22,388934.000,2279,4,14,66965AAA A69556A5 65555956 A9655955 5655599A 557E3750 96000000,No
134000,23,23,388934.000,2279,4,14,66965AAA A69556A5 65555956 A9655955 5655599A 557E3750 96000000,No
134000,24,24,388934.000,2279,4,14,66965AAA A69556A5 65555956 A9655955 5655599A 557E3750 96000000,No
136000,1,1,388936.000,2279,4,15,666A5565 A555965A 99AAA695 A6665A56 55955A95 667E3750 96000000,No
136000,2,2,388936.000,2279,4,15,666A5565 A555965A 99AAA695 A6665A56 55955A95 667E3750 96000000,No
136000,3,3,388936.000,2279,4,15,666A5565 A555965A 99AAA695 A6665A56 55955A95 667E3750 96000000,No
136000,4,4,388936.000,2279,4,15,666A5565 A555965A 99AAA695 A6665A56 55955A95 667E3750 96000000,No
136000,5,5,388936.000,2279,4,15,666A5565 A555965A 99AAA695 A6665A56 55955A95 667E3750 96000000,No
136000,6,6,388936.000,2279,4,15,666A5565 A555965A 99AAA695 A6665A56 55955A95 667E3750 96000000,No
136000,7,7,388936.000,2279,4,15,666A5565 A555965A 99AAA695 A6665A56 55955A95 667E3750 96000000,No
136000,8,8,388936.000,2279,4,15,666A5565 A555965A 99AAA695 A6665A56 55955A95 667E3750 96000000,No
136000,9,9,388936.000,2279,4,15,666A5565 A555965A 99AAA695 A6665A56 55955A95 667E3750 96000000,No
136000,10,10,388936.000,2279,4,15,666A5565 A555965A 99AAA695 A6665A56 55955A95 667E3750 96000000,No
136000,11,11,388936.000,2279,4,15,666A5565 A555965A 99AAA695 A6665A56 55955A95 667E3750 96000000,No
136000,12,12,388936.000,2279,4,15,666A5565 A555965A 99AAA695 A6665A56 55955A95 667E3750 96000000,No
136000,13,13,388936.000,2279,4,15,666A5565 A555965A 99AAA695 A6665A56 55955A95 667E3750 96000000,No
136000,14,14,388936.000,2279,4,15,666A5565 A555965A 99AAA695 A6665A56 55955A95 667E3750 96000000,No
136000,15,15,388936.000,2279,4,15,666A5565 A555965A 99AAA695 A6665A56 55955A95 667E3750 96000000,No
136000,16,16,388936.000,2279,4,15,666A5565 A555965A 99AAA695 A6665A56 55955A95 667E3750 96000000,No
136000,17,17,388936.000,2279,4,15,666A5565 A555965A 99AAA695 A6665A56 55955A95 667E3750 96000000,No
136000,18,18,388936.000,2279,4,15,666A5565 A555965A 99AAA695 A6665A56 55955A95 667E3750 96000000,No
136000,19,19,388936.000,2279,4,15,666A5565 A555965A 99AAA695 A6665A56 55955A95 667E3750 96000000,No
136000,20,20,388936.000,2279,4,15,666A5565 A555965A 99AAA695 A6665A56 55955A95 667E3750 96000000,No
136000,21,21,388936.000,2279,4,15,666A5565 A555965A 99AAA695 A6665A56 55955A95 667E3750 96000000,No
136000,22,22,388936.000,2279,4,15,666A5565 A555965A 99AAA695 A6665A56 55955A95 667E3750 96000000,No
136000,23,23,388936.000,2279,4,15,666A5565 A555965A 99AAA695 A6665A56 55955A95 667E3750 96000000,No
136000,24,24,388936.000,2279,4,15,666A5565 A555965A 99AAA695 A6665A56 55955A95 667E3750 96000000,No
138000,1,1,388938.000,2279,5,1,55AA5995 5A955565 A56565AA A569A656 AA95A559 997E3750 96000000,No
138000,2,2,388938.000,2279,5,1,55AA5995 5A956595 A6AA96AA AAA659A6 55669A65 557E3750 96000000,No
138000,3,3,388938.000,2279,5,1,55AA5995 5A95AA59 965595AA AA59A959 5696A99A A57E3750 96000000,No
138000,4,4,388938.000,2279,5,1,55AA5995 5A95656A A6556955 559595AA 995A65A6 567E3750 96000000,No
138000,5,5,388938.000,2279,5,1,55AA5995 5A95555A 5A6569AA AA996A99 5995A9A5 657E3750 96000000,No
138000,6,6,388938.000,2279,5,1,55AA5995 5AAA9A96 AA966AAA A5695566 6666A9A6 AA7E3750 96000000,No
138000,7,7,388938.000,2279,5,1,55AA5995 5AAA55A6 69699555 5A59A669 6659AA65 597E3750 96000000,No
138000,8,8,388938.000,2279,5,1,55AA5995 5AAA9666 9959AA55 5A6A5A56 A65A55A5 597E3750 96000000,No
138000,9,9,388938.000,2279,5,1,55AA5995 5AAAAA5A 9AA96AAA A5999AA5 659A6999 567E3750 96000000,No
138000,10,10,388938.000,2279,5,1,55AA5995 5A95A55A 696A6AAA A6A55695 AA596AA6 657E3750 96000000,No
138000,11,11,388938.000,2279,5,1,55AA5995 5A96AA99 55595955 5A5A5556 5659A5A5 AA7E3750 96000000,No
138000,12,12,388938.000,2279,5,1,55AA5995 5A95A669 A6569AAA AA955AAA 955AAA9A 997E3750 96000000,No
138000,13,13,388938.000,2279,5,1,55AA5995 5A955669 999A6555 559A6AA6 66A59A66 657E3750 96000000,No
138000,14,14,388938.000,2279,5,1,55AA5995 5AAA595A 9A66A955 56A9955A 5699A959 957E3750 96000000,No
138000,15,15,388938.000,2279,5,1,55AA5995 5AA9556A 6665A5AA AA565996 5A99599A AA7E3750 96000000,No
138000,16,16,388938.000,2279,5,1,55AA5995 5AAA6AA9 A556AA55 5A955659 99A596A5 967E3750 96000000,No
138000,17,17,388938.000,2279,5,1,55AA5995 5A95AA95 A6A66AAA A9666A69 6AA96A5A 697E3750 96000000,No
138000,18,18,388938.000,2279,5,1,55AA5995 5AAA5659 A99659AA A969996A A6A595A5 567E3750 96000000,No
138000,19,19,388938.000,2279,5,1,55AA5995 5AA96559 65A99955 55A5A956 996A9AA6 9A7E3750 96000000,No
138000,20,20,388938.000,2279,5,1,55AA5995 5AA966A5 9AAAAA55 5A59659A 669999A5 957E3750 96000000,No
138000,21,21,388938.000,2279,5,1,55AA5995 5AAA996A 9969AA55 59AAA9AA 55599565 997E3750 96000000,No
138000,22,22,388938.000,2279,5,1,55AA5995 5A95A595 A56596AA A6965A99 65555699 A57E3750 96000000,No
138000,23,23,388938.000,2279,5,1,55AA5995 5A96999A 6A6995AA A5655AA6 AA999659 667E3750 96000000,No
138000,24,24,388938.000,2279,5,1,55AA5995 5A969A55 A9596AAA AA6A9669 969A699A 567E3750 96000000,No
140000,1,1,388940.000,2279,5,2,56AA5996 AAAA96A5 696966AA A9666969 66A69A65 657E3750 96000000,No
140000,2,2,388940.000,2279,5,2,56AA5996 AAA96A96 AA956655 5599AA56 A5965666 A97E3750 96000000,No
140000,3,3,388940.000,2279,5,2,56AA5996 AAA966AA 699A66AA A5569A95 66959599 AA7E3750 96000000,No
140000,4,4,388940.000,2279,5,2,56AA5996 AAAA6956 965AA9AA A6A956A5 5A656999 A57E3750 96000000,No
140000,5,5,388940.000,2279,5,2,56AA5996 AA955999 A99959AA A699A996 A6A99699 A67E3750 96000000,No
140000,6,6,388940.000,2279,5,2,56AA5996 AA9696AA 96A99AAA A59A56AA 5559A659 967E3750 96000000,No
140000,7,7,388940.000,2279,5,2,56AA5996 AA969A66 969956AA AAA55A56 9A995A9A A57E3750 96000000,No
140000,8,8,388940.000,2279,5,2,56AA5996 AA9596AA A9AAA5AA A9569566 A5A96A9A A97E3750 96000000,No
140000,9,9,388940.000,2279,5,2,56AA5996 AAAAA99A 5569AAAA A6A6A955 5A66A959 597E3750 96000000,No
140000,10,10,388940.000,2279,5,2,56AA5996 AA95A55A 665A9655 5A59659A 5669AAA5 697E3750 96000000,No
140000,11,11,388940.000,2279,5,2,56AA5996 AA96A5A6 59565555 55599996 99AA99A6 9A7E3750 96000000,No
140000,12,12,388940.000,2279,5,2,56AA5996 AA95995A 9A5A9655 56A9A959 96595699 AA7E3750 96000000,No
140000,13,13,388940.000,2279,5,2,56AA5996 AA95599A 69656555 56A65969 99955959 5A7E3750 96000000,No
140000,14,14,388940.000,2279,5,2,56AA5996 AAAA59A6 AA65A955 55A99A59 9695AA66 567E3750 96000000,No
140000,15,15,388940.000,2279,5,2,56AA5996 AAA95955 996AA655 5A96A999 5A959565 957E3750 96000000,No
140000,16,16,388940.000,2279,5,2,56AA5996 AAAA6696 65559655 59569695 AAA5A665 597E3750 96000000,No
140000,17,17,388940.000,2279,5,2,56AA5996 AA95556A 9699A9AA A555A695 A5A6A559 567E3750 96000000,No
140000,18,18,388940.000,2279,5,2,56AA5996 AA955969 A95595AA A5665669 556966A6 957E3750 96000000,No
140000,19,19,388940.000,2279,5,2,56AA5996 AA955996 5566A655 5A5A9656 AAA956A5 567E3750 96000000,No
140000,20,20,388940.000,2279,5,2,56AA5996 AA955AA9 A59A55AA A5666955 55A6A599 567E3750 96000000,No
140000,21,21,388940.000,2279,5,2,56AA5996 AAAAAA5A 59599655 5556AA99 699AA999 AA7E3750 96000000,No
140000,22,22,388940.000,2279,5,2,56AA5996 AAAAA5A5 59AA95AA AA9965AA 9A69659A 597E3750 96000000,No
140000,23,23,388940.000,2279,5,2,56AA5996 AAAA956A A59955AA AA5A59A9 656559A5 5A7E3750 96000000,No
140000,24,24,388940.000,2279,5,2,56AA5996 AAAAA6A9 AA659A55 556656A6 A5969AA6 A57E3750 96000000,No
142000,1,1,388942.000,2279,5,3,566AAAAA AA965999 669956AA AA95669A 5A695965 9A7E3750 96000000,No
142000,2,2,388942.000,2279,5,3,566AAAAA AA95996A A9A99955 56A6A999 69A6A5A6 957E3750 96000000,No
142000,3,3,388942.000,2279,5,3,566AAAAA AAAA9AAA A9AAA6AA A9655599 6955A95A 697E3750 96000000,No
142000,4,4,388942.000,2279,5,3,566AAAAA AAA96655 AA9565AA AA6A65AA 569AA965 A67E3750 96000000,No
142000,5,5,388942.000,2279,5,3,566AAAAA AAA99569 96555955 5AA6955A 559A9A5A 667E3750 96000000,No
142000,6,6,388942.000,2279,5,3,566AAAAA AAAA6999 9A5A95AA A6A65655 A665A966 667E3750 96000000,No
142000,7,7,388942.000,2279,5,3,566AAAAA AA9566AA A95A6555 596996A5 A59959A5 967E3750 96000000,No
142000,8,8,388942.000,2279,5,3,566AAAAA AA9699A6 A9696655 5A6A5AA5 AA5A9565 957E3750 96000000,No
142000,9,9,388942.000,2279,5,3,566AAAAA AA966A95 9A996955 5AA9A556 99AA565A 667E3750 96000000,No
142000,10,10,388942.000,2279,5,3,566AAAAA AA969969 96555A55 559596A6 965559A6 A67E3750 96000000,No
142000,11,11,388942.000,2279,5,3,566AAAAA AA956A9A 5966A955 569AA665 5A569966 597E3750 96000000,No
142000,12,12,388942.000,2279,5,3,566AAAAA AAA95A9A A5696AAA A956A599 59999965 5A7E3750 96000000,No
142000,13,13,388942.000,2279,5,3,566AAAAA AAA99556 5965A9AA AAA659A6 AAAA695A 697E3750 96000000,No
142000,14,14,388942.000,2279,5,3,566AAAAA AAA96995 9A6A65AA A59A9666 5A969666 AA7E3750 96000000,No
142000,15,15,388942.000,2279,5,3,566AAAAA AAAAA5A6 6A5966AA A69A96A5 9AA9A599 697E3750 96000000,No
142000,16,16,388942.000,2279,5,3,566AAAAA AA96A559 55655A55 59569AA5 AA65959A 657E3750 96000000,No
142000,17,17,388942.000,2279,5,3,566AAAAA AA96596A 66A6A9AA A566A655 9A596A66 957E3750 96000000,No
142000,18,18,388942.000,2279,5,3,566AAAAA AA965A99 55655555 55A955A6 99A95A66 657E3750 96000000,No
142000,19,19,388942.000,2279,5,3,566AAAAA AA959659 69A59655 569555A5 566A66A6 567E3750 96000000,No
142000,20,20,388942.000,2279,5,3,566AAAAA AAAA6AAA 9996A6AA A96A596A 6996965A 5A7E3750 96000000,No
142000,21,21,388942.000,2279,5,3,566AAAAA AAA9A65A 6A5699AA AA9A959A 559559A5 957E3750 96000000,No
142000,22,22,388942.000,2279,5,3,566AAAAA AAA9A995 5A5AAA55 5A566A69 996AAA65 997E3750 96000000,No
142000,23,23,388942.000,2279,5,3,566AAAAA AAAA559A 96A9A6AA A6965AA6 A5556A66 567E3750 96000000,No
142000,24,24,388942.000,2279,5,3,566AAAAA AA9595A9 9996A955 596AA65A 599AA965 5A7E3750 96000000,No
144000,1,1,388944.000,2279,5,4,5A955AA5 55555555 55555555 56A6A969 5A955A55 997E3750 96000000,No
144000,2,2,388944.000,2279,5,4,5AAAAA5A AAAAAAAA AAAAAAAA A9595696 A56A95A5 A97E3750 96000000,No
144000,3,3,388944.000,2279,5,4,5A955A6A AAAAAAAA AAAAAAAA A9595696 A56A9A5A 557E3750 96000000,No
144000,4,4,388944.000,2279,5,4,5A9565A5 55555555 55555555 56A6A969 5A95AA55 A97E3750 96000000,No
144000,5,5,388944.000,2279,5,4,5A95599A AAAAAAAA AAAAAAAA A9595696 A56A5A65 AA7E3750 96000000,No
144000,6,6,388944.000,2279,5,4,5AAA955A AAAAAAAA AAAAAAAA A9595696 A56A6A65 957E3750 96000000,No
144000,7,7,388944.000,2279,5,4,5A955AAA AAAAAAAA AAAAAAAA A9595696 A56A659A 597E3750 96000000,No
144000,8,8,388944.000,2279,5,4,5AAAA565 55555555 55555555 56A6A969 5A96AA6A 697E3750 96000000,No
144000,9,9,388944.000,2279,5,4,5A956A5A AAAAAAAA AAAAAAAA A9595696 A5695A65 9A7E3750 96000000,No
144000,10,10,388944.000,2279,5,4,5AAAA6A5 55555555 55555555 56A6A969 5A9695AA 567E3750 96000000,No
144000,11,11,388944.000,2279,5,4,5AAA9695 55555555 55555555 56A6A969 5A969A6A 5A7E3750 96000000,No
144000,12,12,388944.000,2279,5,4,5A9556AA AAAAAAAA AAAAAAAA A9595696 A569AA65 997E3750 96000000,No
144000,13,13,388944.000,2279,5,4,5AAAA96A AAAAAAAA AAAAAAAA A9595696 A569A59A 557E3750 96000000,No
144000,14,14,388944.000,2279,5,4,5A955595 55555555 55555555 56A6A969 5A966A6A 667E3750 96000000,No
144000,15,15,388944.000,2279,5,4,5A955A6A AAAAAAAA AAAAAAAA A9595696 A5699A5A 567E3750 96000000,No
144000,16,16,388944.000,2279,5,4,5A9555AA AAAAAAAA AAAAAAAA A9595696 A56555A5 A67E3750 96000000,No
144000,17,17,388944.000,2279,5,4,5A9555AA AAAAAAAA AAAAAAAA A9595696 A5655A65 AA7E3750 96000000,No
144000,18,18,388944.000,2279,5,4,5A95596A AAAAAAAA AAAAAAAA A9595696 A5656A5A 657E3750 96000000,No
144000,19,19,388944.000,2279,5,4,5AAA5555 55555555 55555555 56A6A969 5A9A9A55 9A7E3750 96000000,No
144000,20,20,388944.000,2279,5,4,5AAAA695 55555555 55555555 56A6A969 5A9A5595 9A7E3750 96000000,No
144000,21,21,388944.000,2279,5,4,5AAAA95A AAAAAAAA AAAAAAAA A9595696 A565A59A 557E3750 96000000,No
144000,22,22,388944.000,2279,5,4,5A955A6A AAAAAAAA AAAAAAAA A9595696 A56595A5 A57E3750 96000000,No
144000,23,23,388944.000,2279,5,4,5AAAA6A5 55555555 55555555 56A6A969 5A9A6595 9A7E3750 96000000,No
144000,24,24,388944.000,2279,5,4,5AAAAA6A AAAAAAAA AAAAAAAA A9595696 A566AA5A 5A7E3750 96000000,No
146000,1,1,388946.000,2279,5,5,5A696A56 AAAAAAAA AAAAAAAA A9955555 5555555A 697E3750 96000000,No
146000,2,2,388946.000,2279,5,5,5A696A56 AAAAAAAA AAAAAAAA A9955555 5555555A 697E3750 96000000,No
146000,3,3,388946.000,2279,5,5,5A696A56 AAAAAAAA AAAAAAAA A9955555 5555555A 697E3750 96000000,No
146000,4,4,388946.000,2279,5,5,5A696A56 AAAAAAAA AAAAAAAA A9955555 5555555A 697E3750 96000000,No
146000,5,5,388946.000,2279,5,5,5A696A56 AAAAAAAA AAAAAAAA A9955555 5555555A 697E3750 96000000,No
146000,6,6,388946.000,2279,5,5,5A696A56 AAAAAAAA AAAAAAAA A9955555 5555555A 697E3750 96000000,No
146000,7,7,388946.000,2279,5,5,5A696A56 AAAAAAAA AAAAAAAA A9955555 5555555A 697E3750 96000000,No
146000,8,8,388946.000,2279,5,5,5A696A56 AAAAAAAA AAAAAAAA A9955555 5555555A 697E3750 96000000,No
146000,9,9,388946.000,2279,5,5,5A696A56 AAAAAAAA AAAAAAAA A9955555 5555555A 697E3750 96000000,No
146000,10,10,388946.000,2279,5,5,5A696A56 AAAAAAAA AAAAAAAA A9955555 5555555A 697E3750 96000000,No
146000,11,11,388946.000,2279,5,5,5A696A56 AAAAAAAA AAAAAAAA A9955555 5555555A 697E3750 96000000,No
146000,12,12,388946.000,2279,5,5,5A696A56 AAAAAAAA AAAAAAAA A9955555 5555555A 697E3750 96000000,No
146000,13,13,388946.000,2279,5,5,5A696A56 AAAAAAAA AAAAAAAA A9955555 5555555A 697E3750 96000000,No
146000,14,14,388946.000,2279,5,5,5A696A56 AAAAAAAA AAAAAAAA A9955555 5555555A 697E3750 96000000,No
146000,15,15,388946.000,2279,5,5,5A696A56 AAAAAAAA AAAAAAAA A9955555 5555555A 697E3750 96000000,No
146000,16,16,388946.000,2279,5,5,5A696A56 AAAAAAAA AAAAAAAA A9955555 5555555A 697E3750 96000000,No
146000,17,17,388946.000,2279,5,5,5A696A56 AAAAAAAA AAAAAAAA A9955555 5555555A 697E3750 96000000,No
146000,18,18,388946.000,2279,5,5,5A696A56 AAAAAAAA AAAAAAAA A9955555 5555555A 697E3750 96000000,No
146000,19,19,388946.000,2279,5,5,5A696A56 AAAAAAAA AAAAAAAA A9955555 5555555A 697E3750 96000000,No
146000,20,20,388946.000,2279,5,5,5A696A56 AAAAAAAA AAAAAAAA A9955555 5555555A 697E3750 96000000,No
146000,21,21,388946.000,2279,5,5,5A696A56 AAAAAAAA AAAAAAAA A9955555 5555555A 697E3750 96000000,No
146000,22,22,388946.000,2279,5,5,5A696A56 AAAAAAAA AAAAAAAA A9955555 5555555A 697E3750 96000000,No
146000,23,23,388946.000,2279,5,5,5A696A56 AAAAAAAA AAAAAAAA A9955555 5555555A 697E3750 96000000,No
146000,24,24,388946.000,2279,5,5,5A696A56 AAAAAAAA AAAAAAAA A9955555 5555555A 697E3750 96000000,No
148000,1,1,388948.000,2279,5,6,5969A5AA A95956A9 69996555 99AAA995 56996556 5A7E3750 96000000,No
148000,2,2,388948.000,2279,5,6,5969A5AA A95956A9 69996555 99AAA995 56996556 5A7E3750 96000000,No
148000,3,3,388948.000,2279,5,6,5969A5AA A95956A9 69996555 99AAA995 56996556 5A7E3750 96000000,No
148000,4,4,388948.000,2279,5,6,5969A5AA A95956A9 69996555 99AAA995 56996556 5A7E3750 96000000,No
148000,5,5,388948.000,2279,5,6,5969A5AA A95956A9 69996555 99AAA995 56996556 5A7E3750 96000000,No
148000,6,6,388948.000,2279,5,6,5969A5AA A95956A9 69996555 99AAA995 56996556 5A7E3750 96000000,No
148000,7,7,388948.000,2279,5,6,5969A5AA A95956A9 69996555 99AAA995 56996556 5A7E3750 96000000,No
148000,8,8,388948.000,2279,5,6,5969A5AA A95956A9 69996555 99AAA995 56996556 5A7E3750 96000000,No
148000,9,9,388948.000,2279,5,6,5969A5AA A95956A9 69996555 99AAA995 56996556 5A7E3750 96000000,No
148000,10,10,388948.000,2279,5,6,5969A5AA A95956A9 69996555 99AAA995 56996556 5A7E3750 96000000,No
148000,11,11,388948.000,2279,5,6,5969A5AA A95956A9 69996555 99AAA995 56996556 5A7E3750 96000000,No
148000,12,12,388948.000,2279,5,6,5969A5AA A95956A9 69996555 99AAA995 56996556 5A7E3750 96000000,No
148000,13,13,388948.000,2279,5,6,5969A5AA A95956A9 69996555 99AAA995 56996556 5A7E3750 96000000,No
148000,14,14,388948.000,2279,5,6,5969A5AA A95956A9 69996555 99AAA995 56996556 5A7E3750 96000000,No
148000,15,15,388948.000,2279,5,6,5969A5AA A95956A9 69996555 99AAA995 56996556 5A7E3750 96000000,No
148000,16,16,388948.000,2279,5,6,5969A5AA A95956A9 69996555 99AAA995 56996556 5A7E3750 96000000,No
148000,17,17,388948.000,2279,5,6,5969A5AA A95956A9 69996555 99AAA995 56996556 5A7E3750 96000000,No
148000,18,18,388948.000,2279,5,6,5969A5AA A95956A9 69996555 99AAA995 56996556 5A7E3750 96000000,No
148000,19,19,388948.000,2279,5,6,5969A5AA A95956A9 69996555 99AAA995 56996556 5A7E3750 96000000,No
148000,20,20,388948.000,2279,5,6,5969A5AA A95956A9 69996555 99AAA995 56996556 5A7E3750 96000000,No
148000,21,21,388948.000,2279,5,6,5969A5AA A95956A9 69996555 99AAA995 56996556 5A7E3750 96000000,No
148000,22,22,388948.000,2279,5,6,5969A5AA A95956A9 69996555 99AAA995 56996556 5A7E3750 96000000,No
148000,23,23,388948.000,2279,5,6,5969A5AA A95956A9 69996555 99AAA995 56996556 5A7E3750 96000000,No
148000,24,24,388948.000,2279,5,6,5969A5AA A95956A9 69996555 99AAA995 56996556 5A7E3750 96000000,No
150000,1,1,388950.000,2279,5,7,59999965 55A9AA99 9666A695 955595A9 AA556AAA 657E3750 96000000,No
150000,2,2,388950.000,2279,5,7,59999965 55A9AA99 9666A695 955595A9 AA556AAA 657E3750 96000000,No
150000,3,3,388950.000,2279,5,7,59999965 55A9AA99 9666A695 955595A9 AA556AAA 657E3750 96000000,No
150000,4,4,388950.000,2279,5,7,59999965 55A9AA99 9666A695 955595A9 AA556AAA 657E3750 96000000,No
